name,type_id,longitude,latitude,municipality_id
Van Onselen,2,27.895925,-26.231716,23
Van Onselen (Dobsonville,2,27.872524,-26.21457,23
Van Onselen (Meadowlands,2,27.8812,-26.214504,23
Vereeniging Main Taxi Rank,1,27.93325,-26.67251,62
Vereeniging Tuxido Junxion,2,27.93368,-26.675471,62
Villa Lizza Waterbuck street and Elephant Street Infromal Rank,3,28.248917,-26.316346,12
Vlakfontein Lehae,1,27.8846,-26.37848,23
Vlakfontein Taxi Rank,1,27.8898,-26.37662,23
Vlakfontein/Lehae Ext Two,1,27.88482,-26.37856,23
Voda World,3,28.130381,-25.956858,23
Volksrust Taxi Rank,1,29.884944,-27.369068,74
Vorna Valley,3,28.103288,-26.000568,23
Vosloorus Taxi Rank,1,28.217466,-26.340903,12
Vrede Taxi Rank,3,29.17006338,-27.42345754,75
Vryheid Taxi Rank,1,30.801577,-27.765009,76
Waterfall Cbd Taxi Rank,2,28.12832,-25.99807,23
Waterfall Cbd Taxi Rank Midrand,2,28.127704,-25.997732,23
Waterfall Taxi Rank,2,28.109383,-26.011823,23
Weltevreden Park,3,27.918034,-26.13905,23
Westgate Shopping Center,1,27.858739,-26.136984,23
Westgate Shopping Complex,1,27.858323,-26.134811,23
Westgate Shopping Mall,1,27.858597,-26.136126,23
Westgate Taxi Rank,1,28.034522,-26.208925,23
Windmill Park East Central and Heuningwyser Str Infromal Rank,3,28.262934,-26.289791,12
Winnie Mandela Taxi Rank,3,28.187805,-25.995275,23
Witbank Long Distance Taxi Rank,1,29.208948,-25.876542,13
Woodmead,3,28.0903,-26.06133,23
Woodmead (R55) Road,3,28.098395,-26.052751,23
Woodmead Taxi Rank,3,28.090663,-26.058076,23
Wynberg Corner 6Th Street & Rotenbacht,3,28.046435,-26.204203,23
"Yeoville (Cavendishweg &
Hunter)",3,28.066973,-26.181259,23
Zamimpilo,3,27.96292,-26.20156,23
Zebediela Taxi Rank,3,29.32289,-24.359054,39
Zola 1 Temporary Allocated Taxi Rank,3,27.84098,-26.24712,23
Zola North Taxi Rank,3,27.839373,-26.241401,23
Zonkizizwe Taxi Rank,3,28.178431,-26.409473,23
Appel Crossing Taxi Rank,4,-24.52266667,29.60215,32
Bazaar Taxi Rank,1,-25.73926667,28.19,68
Belle Ombre Taxi Rank,5,-25.7384,28.18083333,68
Benoni,1,-26.19813333,28.31243333,12
Bethal Taxi Rank,1,-26.45321667,29.46331667,41
Bloed mall,1,-25.74051667,28.19013333,68
Bloed Mall Taxi Rank,1,-25.76296667,28.14206667,68
Bloed Taxi Rank,3,-25.7403,28.19223333,68
Bosman Taxi Rank,1,-25.75591667,28.1835,68
Bosplaas,3,-25.31863333,28.2488,32
Brits Main Taxi Rank,1,-25.63993333,27.77993333,49
Brits Taxi Rank,1,-25.63991667,27.78,49
Bronkhorspruit Taxi Rank,1,-25.80426667,28.74626667,68
Brooklyn Mall,4,-25.77075,28.23543333,68
Centurion,3,-25.87001667,28.16233333,68
Centurion Mall,4,-25.85981667,28.18606667,68
Centurion Taxi Rank,1,-25.74251667,28.18011667,68
Constatia Park,6,-25.80653333,28.28213333,68
Cullinan Taxi Rank,1,-25.67145,28.53073333,68
De Beines,5,-25.72095,28.01616667,68
Delmas Taxi Rank,4,-26.1523,28.67878333,41
Denneboom Temporary Taxi Rank,1,-25.71775,28.33963333,68
Dennilton Taxi Rank,4,-25.27998333,29.18366667,12
Dennilton/ Moteti Taxi Rank,1,-25.24491667,29.03696667,32
Doornpoort,3,-25.64873333,28.23853333,68
Dr Savage Taxi Rank,1,-25.73876667,28.19608333,68
Dutoit Taxi Rank,3,-25.74866667,28.198,68
East Lynne Taxi Rank,1,-25.71081667,28.26901667,68
Eco Park,4,-25.88631667,28.16966667,68
Eersterust,6,-25.71651667,28.33061667,68
Ekangala Taxi Rank,3,-25.6897,28.71468333,68
Elarasdus Park,5,-25.82183333,28.26048333,68
Elardus Taxi Rank,4,-25.8668,28.25825,68
Erasmus Taxi Rank,3,-583.8,28.04471667,68
Erasmuskloof,7,-25.80865,28.25493333,68
Garankuwa Hospital Taxi Rank,1,-25.62025,28.01201667,68
Garankuwa Main Taxi Rank,1,-25.62403333,27.96296667,68
Garsfontein Taxi Rank,4,-25.80801667,28.30043333,68
George Mokhari  Hospital Taxi Rank,1,-25.62033333,28.01236667,68
George Mukhari Hospital,3,-25.62061667,28.0119,68
Germiston Taxi Rank,8,-26.21116667,28.16938333,23
Groblersdal Taxi Rank,4,-25.16758333,29.40116667,12
Hammanskraal Taxi Rank,1,-25.40508333,28.28473333,68
Hebron,1,-25.53966667,28.01578333,68
Indian Centre Taxi Rank,4,-23.90105,29.44718333,32
Irene Station,8,-25.87618333,28.2232,68
Jane Furse Taxi Rank,4,-24.75293333,29.86751667,32
Jerusalem Taxi Rank,3,-25.74045,28.17526667,68
Kaalfontein,1,-25.9879,28.17556667,12
Kameeldrift Taxi Rank,4,-25.6346,28.32218333,68
Kekana Gardens,3,-25.36628333,28.30715,68
Kemptonpark Taxi Rank,4,-26.10936667,28.2286,12
Klerksdorp Taxi Rank,1,-26.86276667,26.66151667,49
Klipgat,3,-25.47646667,27.99515,49
Kolonnade,4,-25.6793,28.25363333,68
Kopanong Taxi Rank,1,-25.40905,28.28081667,68
Kwa Mhlanga Taxi Rank,1,-25.40015,28.72221667,41
KwaMhlanga Taxi Rank,4,-25.40038333,28.72223333,41
Laudium Taxi Rank,1,-25.78721667,28.0788,68
Lebowakgomo Taxi Rank,4,-24.31306667,29.47658333,32
Leeuwfontein,3,-25.18028333,28.89595,41
Lusaka Taxi Rank,1,-25.72713333,28.43955,68
Lyttelton Manor,8,-25.83551667,28.2101,68
Mabopane Station,1,-25.49543333,28.08781667,68
Mabopane Station Taxi Rank,1,-25.49443333,28.0883,68
Machiding Taxi Rank,1,-25.21306667,29.02176667,32
Mafikeng Taxi Rank,1,-25.86146667,25.6424,49
Mahube Taxi Rank,1,-25.71028333,28.41185,68
Makapanstad Taxi Rank,1,-25.23715,28.12028333,49
Mamelodi Crossing Taxi Rank,4,-25.71978333,28.34445,68
Mamelodi East Taxi Rank,3,-25.70573333,28.40791667,68
Mams Mall (Mahube),4,-25.70413333,28.39183333,68
Marabastad,1,-25.73848333,28.18065,68
Marabastad Taxi Rank,3,-25.78693333,28.07886667,68
Marapyane Taxi Rank,1,-25.01143333,28.7867,41
Marblehall,1,-24.97433333,29.29055,32
Metsing Taxi Rank,4,-25.85976667,28.18606667,68
Monsterloos,1,-25.0053,29.72431667,32
Moreleta East,6,-25.82091667,28.27366667,68
Mothutlung,3,-25.61123333,27.89846667,49
MTN Taxi Rank,1,-26.19891667,28.04678333,23
Nelmapius Taxi Rank,1,-25.73996667,28.3595,68
Oakmoor Taxi Rank,1,-26.0051,28.24758333,68
Phomolong,6,-25.71346667,28.4049,68
Premier Mine Hostel,3,-25.67938333,28.49903333,68
Pretoria,1,-25.74388333,28.2034,68
Pretoria (CBD),1,-25.74211667,28.19253333,68
Prinsloo Street Taxi Rank,3,-25.74721667,28.19548333,68
Prinsloo Taxi Rank,3,-25.74235,28.19493333,68
Randfontein Taxi Rank,1,-26.18086667,27.69883333,23
Rayton Shopping Centre,4,-25.7458,28.52938333,68
Refilwe Taxi Rank,1,-25.64208333,28.53331667,68
Rietgat taxi Rank,1,-25.49618333,28.09075,68
Rosslyn,1,-641.1333333,28.08385,68
Rustenburg Taxi Rank,1,-25.66316667,27.23581667,49
Sandton City,8,-26.1063,28.05631667,23
Saulsville Station,1,-25.76476667,28.062,68
Silverlakes,4,-25.77706667,28.3725,68
Siyatlala Taxi Rank,3,-25.7895,28.02825,68
Soshanguve (Marikana),3,-25.41441667,28.10626667,68
Soshanguve Block V,3,-25.44166667,28.1219,68
Soshanguve Taxi Rank,3,-25.49298333,28.09298333,68
Steve Biko Hospital,1,-25.73291667,28.20215,68
Stinkwater,5,-25.41148333,28.1435,68
Sunderland Ridge,3,-25.84898333,28.10291667,68
Technikon Taxi Rank,3,-25.73851667,28.15935,68
Tembisa Taxi Rank,5,-25.75671667,28.18996667,68
Themba Magistrate Court,9,-25.39425,28.2254,68
Tzaneen Taxi Rank,4,-23.82448333,30.16296667,32
Verena,5,-25.48528333,29.02651667,12
Waterkloof Heights Taxi Rank,3,-25.7947,28.25733333,68
Wierda Park,3,-25.85585,28.14295,68
Witbank Taxi Rank,1,-25.80436667,28.74635,12
Wonderboom Station,3,-25.67943333,28.18286667,68
Wonderboom Taxi Rank,8,-25.6806,28.18315,68
Wonderpark,4,-25.73951667,28.19208333,68
Wonderpark Taxi Rank,4,-25.6702,28.10813333,68
Zebediela Taxi Rank,1,-24.35931667,29.32301667,32
Zonderwater Taxi Rank,3,-25.70171667,28.53396667,68
Absa Branch Evaton Mall,1,27.82819,-26.5331,62
Adams Road & Stirling Road,3,27.85705,-26.53265,62
Arcon Park Checkers,3,27.93438,-26.63949,62
Arcon Park Taxi Rank,3,27.93312,-26.6393,62
Assumpta Primary Private School,3,27.87777,-26.68335,62
Balfour Super Spar,3,28.58357,-26.65944,41
Baragwanath Hospital Taxi Rank,3,27.94166,-26.25921,23
Baragwanath Main Taxi Rank,1,27.93969,-26.25905,23
Barrage Road,3,27.8261,-26.70734,62
Beverley Hills,3,27.83794,-26.53621,62
Beverley Hills Temporary Allocated Taxi Rank,1,27.82671,-26.52968,62
Beverley Temporary Allocated Taxi Rank To Beverly Hills Temporary Allocated Taxi Rank Via Eastern Road,3,27.82834,-26.53333,62
Big Save,1,27.83251,-26.5372,62
Bilal Drive,3,27.94473,-26.56379,62
Blouvalk Street & Reynolds Street,3,27.91401,-26.60091,62
Boipatong Informal Taxi Rank,3,27.85167,-26.66286,62
Boipatong Taxi Rank,3,27.84935,-26.66599,62
Boipatong Temporary Allocated Taxi Rank,3,27.8145,-26.54015,62
Boipatong Thusong Service Centre,3,27.84735,-26.67204,62
Boipatong Tjhabatsatsi Taxi Rank,3,27.85305,-26.66259,62
Boitumelo Temporary Allocated Tax Rank,3,27.88367,-26.53583,62
Boitumelo Temporary Taxi Rank,3,27.83019,-26.56338,62
Bophelong Community Centre,3,27.78764,-26.68349,62
Bophelong Complex,3,27.79733,-26.69274,62
Bophelong Extension (Movhango) Temporary Allocated Taxi Rank,3,27.78362,-26.68673,62
Bophelong Extension Temporary Allocated Taxi Rank,3,27.79774,-26.69285,62
Bophelong Extention Temporary Allocated Taxi Rank Via Westside Park,3,27.78368,-26.68675,62
Bophelong Supermarket Temporary Allocated Taxi Rank,1,27.78336,-26.68631,62
Bophelong Taxi Rank,1,27.79804,-26.69283,62
Bophelong Taxi Rank To Zamdela Taxi Rank Via J B Le Roux Street,1,27.79822,-26.69304,62
Bophelong Taxi Rank To Zamdela Via Le Roux Street,1,27.79837,-26.69311,62
Bophelong Temporary Allocated Taxi Rank,1,27.79809,-26.69263,62
Bophelong Temporary Taxi Rank,3,27.79716,-26.6913,62
Bophelong Vanderbijlpark Temporary Allocated Taxi Rank,3,27.79694,-26.69137,62
Boxer Superstore,3,28.78894,-31.58587,11
BP,3,27.98066,-26.66097,62
Carletonville Taxi Rank,1,27.39717,-26.3525,78
Civic Centre,3,27.83895,-26.6974,62
Civic Centre Taxi Rank,1,27.83746,-26.69614,62
Department of Labour Centre Sebokeng,3,27.84701,-26.59401,62
Dr Nkomo Street & Mareka Street,3,27.84272,-26.67611,62
Drieziek,1,27.8442,-26.47237,23
Drommersville Temporary Allocated Taxi Rank,3,27.90305,-26.6501,62
Dube Street,3,27.80166,-26.69042,62
Duncanville Temporary Taxi Rank Viavilakazi Street,3,27.9301,-26.66066,62
EAE Motors,3,27.93325,-26.6727,62
Easton and Randfontein Road,3,27.81429,-26.54019,62
Engine Garage,3,27.81954,-26.53669,62
Engine Star Motors,3,27.87368,-26.68516,62
Evaton Fire Station,3,27.82874,-26.53329,62
Evaton Main Taxi Rank,1,27.83646,-26.53644,62
Evaton Mall,3,27.82359,-26.52767,62
Evaton North Temporary Allocated Taxi Rank,3,27.85853,-26.50521,62
Evaton Primary School,3,27.81689,-26.52331,62
Evaton Shoprite Usave,3,27.83208,-26.53712,62
Evaton Spar,3,27.86906,-26.5297,62
Evaton Taxi Rank,1,27.8286,-26.53432,62
Evaton Temporary Allocated Taxi Rank,3,27.83218,-26.53927,62
Evaton Temporary Taxi Rank,1,27.82851,-26.53372,62
Evaton Terminus Squatter Camp,3,27.86849,-26.53081,62
Evaton Terminus Taxi Rank,1,27.83656,-26.53648,62
Evaton Terminus Temporary Allocated Taxi Rank,3,27.8454,-26.53058,62
Evaton West Ext 11 ( Temporary Allocated Taxi Rank),3,27.8188,-26.52456,62
Evaton West Extension 11 Allocated Taxi Rank,3,27.81761,-26.52378,62
Evaton West Extension 11 Temporary Allocated Taxi Rank,3,27.81849,-26.52432,62
Evaton West Extension 5  Golden Highway Surbub,3,27.82502,-26.50393,62
Evaton West Taxi Rank,3,27.82995,-26.53319,62
Evaton West Temporary Allocated Taxi Rank,3,27.81867,-26.52446,62
Evaton West Temporary Allocated Taxi Rank to Wesgate Shopping Mall Main Taxi Rank,1,27.82657,-26.5298,62
Extension 11 Temporary Allocated Taxi Rank,3,27.8184,-26.52427,62
Extension 15 Local Taxi Rank,3,27.84749,-26.66051,62
Extension 15 Temporary Allocated Taxi Rank,3,27.81457,-26.54008,62
Extension11 Temporary Allocated  Taxi Rank,3,27.81851,-26.52435,62
Falconridge Shopping Center,3,27.91797,-26.59645,62
Ficksburg Bridge Taxi Rank,1,27.88919,-28.88132,17
Ficksburg Main Taxi Rank,1,27.88858,-28.88124,17
Flora Garden Bridge,1,27.81924,-26.72137,62
Germiston & Jhb,1,28.16865,-26.21215,12
Germiston Railway Station Taxi Rank,1,28.16904,-26.21203,12
Germiston Taxi Rank,1,28.16811,-26.21164,12
Golden Highway,3,27.82056,-26.59472,62
Golden Highway & Easton Road,3,27.82849,-26.53355,62
Grasmer Toll Gate,1,27.87931,-26.41347,23
Harry Gwala Avenue,3,28.32891,-26.56849,62
Heidelberg,1,28.35518,-26.51495,62
Heidelberg Extension 7 Taxi Rank,1,28.35942,-26.50266,62
Heidelberg Road and Heidelberg Vaaldam Road,3,28.3295,-26.56867,62
Heidelberg Shopping Centre,3,28.35875,-26.49992,62
Heidelberg Square,3,28.35375,-26.49511,62
Heidelberg Taxi Rank,1,28.35521,-26.51506,62
Houtkop Weg,3,27.93517,-26.67232,62
Huntersville Taxi Rank,3,27.91899,-26.7615,17
Intersexion Lifestyle Center,3,27.84684,-26.59296,62
Jibilee Harvest International Bible,3,27.87666,-26.6965,62
Johandeo Polokong Temporary Allocated Taxi Rank,3,27.80974,-26.59961,62
Johandeo Temporary Allocated Taxi Rank,3,27.80939,-26.59994,62
Johanna Van Den Merwe Road & Sebe Street,3,27.88413,-26.53949,62
Johannesburg Jack Mincer Taxi Rank,3,28.0601826,-26.2087269,23
Johannesburg Wesgate Taxi Rank,1,28.03533,-26.20976,23
Johannesburg West Gate,1,28.03523,-26.21069,23
Johannesburg Westgate Taxi Rank,1,28.03477,-26.20975,23
KFC Three Rivers,1,27.97122,-26.65964,62
KFC Vanderbijlpark,3,27.8385,-26.69769,62
KFC Vanderbijlpark Civic Centre,3,27.83926,-26.69763,62
Klerksdorp Taxi Rank,1,26.6615047,-26.8645535,49
Kopanong Hospital,3,27.93452,-26.6396,62
Koppies Railway Station Taxi Rank,3,27.5646,-27.23338,17
Kriuis Street,3,28.04544,-26.20355,23
Kroonstad Taxi Rank,1,27.23393,-27.66057,17
Kruis Street,3,28.04541,-26.20336,23
La Candy Shop,3,27.84727,-26.59294,62
Lefelong Cafe,3,27.79769,-26.6912,62
Local Municipality,3,27.89966,-26.67131,62
Machineng Temporary Allocated Taxi Rank,3,27.83251,-26.5372,62
Maluti Road Recreation Park,3,27.82161,-26.50377,62
Mandela Square,3,27.82827,-26.56272,62
Mandela Square Shopping Centre,3,27.82884,-26.56302,62
Mandla Karan Beef Tarven,3,28.32491,-26.57292,62
Mardo Fotos Three Rivers,3,27.96994,-26.65953,62
Masenkeng Zone 7 Temporary Allocated Taxi Rank,3,27.86511,-26.54834,62
MASERU Bridge,1,27.45071,-29.29788,17
Maseru Bridge Taxi Rank,3,27.45078,-29.29787,17
Maseru RSA Border Taxi Rank,1,27.45078,-29.29787,17
Matlale Street,3,28.32171,-26.55089,62
McCamel Church,3,27.85872,-26.52825,62
Methews Street & Dube Street,3,27.79696,-26.69137,62
Meyerton Main Taxi Rank,1,28.01284,-26.55587,62
Meyerton Taxi Rank,1,28.01111,-26.55604,62
Meyerton Taxi Rank Stop,1,28.01089,-26.556,62
Meyeton Main Taxi Rank,1,28.01086,-26.55598,62
Moloreng Informal Rank,1,27.78724,-26.70045,62
Moshoeshoe Road Hostel,1,27.84681,-26.59515,62
Moshoeshoe Road Stop,3,27.84434,-26.60096,62
Motlalepula Taxi Rank,1,27.84586,-26.6014,62
Motlalepula Temporary Allocated Taxi Rank,1,27.84473,-26.60164,62
Motlalepule Taxi Rank,3,27.84435,-26.60084,62
Motlalepule Temporary Taxi Rank,1,27.84635,-26.61175,62
Mthatha Main Rank,1,28.79165,-31.58498,11
Mtn Taxi Rank,1,28.0479,-26.19995,23
Muthi House Temporary Allocated Taxi Rank,3,27.8462,-26.53491,62
Mzansi Wholesaler,3,27.89545,-26.53909,62
Naas Botha,3,27.89443,-26.6482,62
New Stop,3,27.93687,-26.63808,62
Nigel,1,28.47138,-26.41546,12
Nigel,1,28.47022,-26.41541,12
Nigel Taxi Rank,1,28.47093,-26.41571,12
Ntha Sizulu Taxi Rank,1,27.90949,-27.87942,17
Old Barrage Road & Granaat Street,3,27.80477,-26.70266,62
Palm Springs Temporary Allocated Taxi Rank,3,27.85678,-26.50345,23
Park Square Civic Centre Taxi Rank,1,27.83872,-26.69695,62
Parking River Square Shopping Centre,1,27.97029,-26.66049,62
Parys Taxi Rank Town,1,27.45607,-26.90199,17
Pitseng Shopping Center,3,27.86848,-26.66824,62
Polokong Temporary Allocated Taxi Rank,3,27.80944,-26.5999,62
Powerville Tonny Take Aways,3,27.93246,-26.67239,62
Pretoria Bosman Station Taxi Rank,1,28.18473,-25.75557,68
Pritchard Street,3,28.04644,-26.20267,23
Randvaal Road,3,27.95869,-26.42869,62
Ratanda Taxi Rank,1,28.32599,-26.55535,62
Rejoice Hair Salon,3,27.84711,-26.59142,62
Resdensia Temporary Allocated Rank,3,27.88379,-26.53547,62
Residensia Allocated Taxi Rank,3,27.88339,-26.53552,62
Residensia Taxi Rank,3,27.88295,-26.53542,62
Residensia Temp Taxi Rank,3,27.88143,-26.53565,62
Residensia Temporary Allocated Taxi Rank,3,27.88361,-26.53548,62
Residensia Temporary Taxi Rank,3,27.88371,-26.53597,62
River Square Shopping Centre,1,27.97038,-26.66051,62
Rivers Checkers Allocated Taxi Rank,3,27.83829,-26.73366,62
Rivers Checkers Temporary Allocated Taxi Rank,3,27.83778,-26.7349,62
Rivers Square Taxi Rank,3,27.97018,-26.66044,62
Rooivaal Station,1,26.78756,-27.97516,17
Roshnee Temporary Allocated Taxi Rank,3,27.94082,-26.56527,62
Sani''s Petrol Station,3,27.84328,-26.83658,17
Sanlam,3,27.82579,-26.72022,62
SAPS Ratanda,3,28.32793,-26.55377,62
Sasol Sharp Stop,3,27.87803,-26.6988,62
Sasolburg Station,1,27.86469,-26.85269,17
Schoeman Street,3,28.35542,-26.51517,62
Sebokeng Department of Labour Centre,3,27.84662,-26.59298,62
Sebokeng Hospital,1,27.8456,-26.60693,62
Sebokeng Hospital Taxi Rank,1,27.84561,-26.60679,62
Sebokeng Motlalepula Taxi Rank,1,27.8459,-26.60166,62
Sebokeng Motlepula Taxi Rank,1,27.84526,-26.60151,62
Sebokeng Plaza,1,27.84629,-26.60281,62
Sebokeng Plaza Stop,1,27.84591,-26.60142,62
Sebokeng Plaza Taxi Rank,3,27.84542,-26.60224,62
Sebokeng Zone 14,3,27.84613,-26.58786,62
Sebokeng Zone 14 Temp Taxi Rank,3,27.83646,-26.59355,62
Sedabeng Zone 21 Temp Taxi Rank,3,27.81385,-26.58883,62
Sedibeng Tvet College,3,27.83934,-26.60897,62
Sekati Street & Dr Nkomo Street,3,27.84782,-26.67159,62
Senekal Taxi Rank,3,27.6207237,-28.319994,17
Setsing Taxi Rank,1,28.80564,-28.53238,17
Sharpeville (Vuka Taxi Rank),1,27.87384,-26.69666,62
Sharpeville Stadium Temporary Allocated Taxi Rank,3,27.86753,-26.68758,62
Sharpeville Taxi Rank,3,27.87387,-26.69708,62
Sharpville Vuka Taxi Rank,3,27.87656,-26.69638,62
Shoprite Mini Sharpeville,3,27.87349,-26.68522,62
Shoprite Orange Farm,3,27.84336,-26.49674,62
Solandpark Bus Stop,3,27.91215,-26.60303,62
Sonland Park Bus Taxi Rank,3,27.91209,-26.60317,62
Springs Station Taxi Rank,1,28.43913,-26.2492,12
Standerton Taxi Rank,1,29.23955,-26.95238,41
Steelpark,3,27.87794,-26.65037,62
Steelpark Temp Taxi Rank,3,27.87741,-26.65011,62
Super Spar,3,28.78878,-31.58615,11
Taxido Junction Shopping Center,3,27.93361,-26.67536,62
Taxido Junction Taxi Rank,1,27.93426,-26.67269,62
Taxido Junction Temporary Taxi Rank,3,27.93427,-26.67249,62
Temporary Taxi Rank,1,27.82854,-26.5336,62
Thabong Taxi Rank,3,26.77429,-27.97979,17
Thokoza Letsoho Shopping Centre Temporary Allocated Taxi Rank,3,28.14438,-26.32739,12
Three River Square Taxi Rank,3,27.97065,-26.65962,62
Three Rivers,3,27.96745,-26.65361,62
Three Rivers Taxi Rank,1,27.97081,-26.65976,62
Tjabatsatsi Taxi Rank,3,27.8464069,-26.659771,62
Tjhabatsatsi (Tshirela Robots),3,27.84621,-26.65957,62
Total Sebokeng,3,27.84643,-26.59705,62
Tshabatsatsi Taxi Rank Via Botebotebo High School.,3,27.8460312,-26.659586,62
Tshepiso Temporary Allocated Taxi Rank,3,27.86243,-26.67593,62
Tshepong Coner Bree Phase 2,3,27.9038,-26.54804,62
Tshepong Taxi Rank,3,27.8967,-26.54628,62
Tumahole  Taxi Rank,1,27.45629,-26.90199,17
Union Street & Service Lane 16,1,27.93439,-26.67211,62
Vaal Mall,3,27.82524,-26.71025,62
Vaal Technikon Taxi Rank,1,27.86033,-26.71062,62
Vaal University of Technology,3,27.86045,-26.71022,62
Van Riebeeck Taxi Rank,1,27.93475,-26.67317,62
Vanderbijlpark Civic Center Taxi Rank,1,27.83743,-26.69658,62
Vanderbijlpark Civic Centre,1,27.83876,-26.69652,62
Vanderbijlpark Sqaure Civic Centre,1,27.83834,-26.69642,62
Vanderbijlpark Square Civic Centre Taxi Rank,1,27.8384933,-26.6964111,62
Vanderbijlpark Taxi Rank,1,27.8374424,-26.6958675,62
Vanderbijlpark Vaal University Of Technology Taxi Rank,3,27.86495,-26.71203,62
Vanderbiltjpark Civic Centre Taxi Rank,1,27.83831,-26.69688,62
Vanderbjilpark Square Civic Center Taxi Rank,1,27.8384933,-26.6964111,62
Vereeeniging Taxido Junction Taxi Rank,1,27.93416,-26.6728,62
Vereeniging Main Taxi Rank,1,27.93451,-26.67403,62
Vereeniging Taxi Rank,1,27.93471,-26.67252,62
Vereeniging Taxido,1,27.93422,-26.67291,62
Vereeniging Taxido Junction,1,27.93438,-26.67364,62
Vereeniging Taxido Junction Rank,1,27.93417,-26.67287,62
Vereeniging Train Station,3,27.93402,-26.67412,62
Verreniging Taxido,1,27.93437,-26.67373,62
Von Brandis Temporary Allocated Taxi Rank,3,28.04445,-26.20263,23
Voortrekker Street & Rhodes Avenue,1,27.93305,-26.66785,62
Voortrekker Street and Hugenot Street,3,27.95124,-26.41137,62
Vukuzakhe Primary,3,27.86985,-26.69766,62
Vuyo Primary School,3,27.8746,-26.69693,62
Walkerville Temporary Allocated Taxi Rank,3,27.957119,-26.4189606,62
West Road & Adams Road,3,27.83665,-26.53636,62
Westgate Shopping Mall Main Taxi Rank,1,27.85961,-26.13615,23
Westgate Shopping Mall Taxi Rank,1,27.86301,-26.13776,23
Westgate Taxi Rank,1,27.8632,-26.13782,23
Westonaria Taxi Rank,1,27.65104,-26.32103,78
Zamdela Taxi  Rank,1,27.84318,-26.83646,17
Zonkizizwe Taxi Rank,3,28.17846,-26.4095,12
1Plus,3,28.22914,-26.02018,12
59 Baragwanath Hospital Taxi Rank,1,27.9402905,-26.2596054,23
Absa Bank,3,28.44801,-26.32485,12
ABSA Centre,3,28.19301,-25.74721,68
Acornhoek Taxi Rank,3,31.04564,-24.6005,41
Actionville Circle (Along Birmingham Road),3,28.30664,-26.20784,12
African Methodist Episcopal Church,3,28.15682,-26.31062,12
Agapathus Street,3,28.4,-26.38604,12
Albarton Taxi Rank,1,28.1233311,-26.273592,12
Alberton City,1,28.12116,-26.26267,12
Alberton Du Plessis Taxi Rank,1,28.1201134,-26.267765,12
Alberton North,1,28.12788,-26.26165,12
Alberton Taxi Rank,1,28.1228333,-26.2739258,12
Alberton Temporary Allocated Taxi Rank,1,28.12595,-26.26655,12
Alberton Temporary Taxi Rank,3,28.12519,-26.26666,12
Alex Shopping Centre,3,28.20528,-26.04816,12
Alexander Pan Africa Taxi Rank,1,28.0868,-26.1093,23
Alexander Pan Taxi Rank,3,28.08777,-26.11034,23
Alexandra Magistrate Court,3,28.08835,-26.11177,23
Alexandra Pan Africa Taxi Rank,1,28.08675,-26.10986,23
Alexandra Pan Taxi Rank,3,28.08675,-26.10986,23
Alexandra Post Office,3,28.09616,-26.1093,23
Along Brakpan Street,1,28.35782,-26.23021,12
Along Eiselen Street,3,28.41726,-26.14986,12
Along Khama Street 2,3,28.38305,-26.37888,12
Along New Kliefontein,1,28.34703,-26.23019,12
Along Nitrogen Road,1,28.197,-26.28955,12
Along Pongola River Drive,3,28.20363,-26.05604,12
Along Pretoria Road,3,28.34534,-26.14294,12
Along Spaarwater Road,3,28.39407,-26.37417,12
Along Spaarwater Road,3,28.39483,-26.37277,12
Along Stokroos Street,3,28.31349,-26.15596,12
Along Turton Street,3,28.42111,-26.1369,12
Along Vlakfontein Road,1,28.38127,-26.30405,12
Alra Park Main Taxi Rank,3,28.47088,-26.41587,12
Alra Park Taxi Rank,1,28.51087,-26.43545,12
Alrode Snack Bar Temporary Allocated Taxi Rank,3,28.1175175,-26.3004837,12
Amsterdam Taxi Rank,3,30.66286,-26.62249,41
Anaboom Street & Essenwood Avenue,1,28.24071,-26.05961,12
Andries Pretorius Road,3,28.14669,-26.12866,12
ASAP Steel and Pipe,3,28.12344,-26.25971,12
ASAP Steel and Pipe (Pty),3,28.1426487,-26.3278656,12
Asparagus Street,3,28.15101,-26.39633,12
Atlas Taxi Rank,3,28.28074,-26.15959,12
Babanango Taxi Rank,3,31.08339,-28.37781,29
Baht Trading Enterprise,3,28.20871,-26.0012,12
Bara Taxi Rank,1,27.93716,-26.25907,23
Baragwanath Hospital Taxi Rank,1,27.953207,-26.2607746,23
Barcelona Clinic,3,28.45282,-26.10902,12
Barcelona Taxi Rank,1,28.45268,-26.10968,12
Barry Marais Road-N3 Underpass,3,28.22077,-26.34105,12
Barwa Street,3,28.42537,-26.14356,12
Benoni Country Club,3,28.34974,-26.17028,12
Benoni Lakeside,3,28.31915,-26.18398,12
Benoni Lakeside Taxi Rank,1,28.32044,-26.18414,12
Benoni Market Taxi Rank 2,1,28.32194,-26.19212,12
Benoni Medicross,3,28.306,-26.16257,12
Benoni Station Rank,1,28.313,-26.19848,12
Benoni Station Taxi Rank,1,28.31167,-26.19834,12
Benoni Taxi Rank,1,28.31222,-26.19803,12
Benoni Traffic Circle Of Liverpool,3,28.30242,-26.20106,12
Benoni Upholsterers,3,28.32354,-26.17652,12
Betschana Road,3,28.17179,-26.12188,12
Betschana Taxi Rank,1,28.17291,-26.12353,12
